Authors;Article Title;DOI
"Ramakrishna, S; Yousefzadeh, M";Functional nanofibers in e-textiles and wearables electronics;
"Paras, MK; Ekwall, D; Pal, R; Curteza, A; Chen, Y; Wang, LC";An Exploratory Study of Swedish Charities to Develop a Model for the Reuse-Based Clothing Value Chain;10.3390/su10041176
"Silva, SCE; Santos, A; Duarte, P; Vlacic, B";The role of social embarrassment, sustainability, familiarity and perception of hygiene in second-hand clothing purchase experience;10.1108/IJRDM-09-2020-0356
"Kolstad, A; Ozgobek, O; Gulla, JA; Litlehamar, S";Content-Based Recommendations for Sustainable Wardrobes Using Linked Open Data;10.1007/s11036-018-1068-1
"Gray, S; Druckman, A; Sadhukhan, J; James, K";Reducing the Environmental Impact of Clothing: An Exploration of the Potential of Alternative Business Models;10.3390/su14106292
"Zamani, B; Sandin, G; Svanstrom, M; Peters, GM";Hotspot identification in the clothing industry using social life cycle assessment-opportunities and challenges of input-output modelling;10.1007/s11367-016-1113-x
"Kleinhuckelkotten, S; Neitzke, HP";Social Acceptability of More Sustainable Alternatives in Clothing Consumption;10.3390/su11226194
Wojciechowska, I;The Leather Underground: Biofabrication Offers New Sources for Fabrics;10.14504/ar.17.6.1
"Baier, D; Rausch, TM; Wagner, TF";The Drivers of Sustainable Apparel and Sportswear Consumption: A Segmented Kano Perspective;10.3390/su12072788
Yaghin, RG;Integrated multi-site aggregate production-pricing planning in a two-echelon supply chain with multiple demand classes;10.1016/j.apm.2017.09.006
"Su, J; Hodges, NN; Wu, HC; Iqbal, A";Coping with the COVID-19 pandemic: evidence from the apparel industry in Bangladesh and China;10.1108/JFMM-08-2021-0213
Norris, L;Waste, dirt and desire: Fashioning narratives of material regeneration;10.1177/0038026119854273
"Anh, TL; Vo, THL";CSR implementation for the sustainable supply chain performance: A system dynamic approach;10.1016/j.ifacol.2019.11.488
"Maalik, Z; Nazam, M; Hashim, M; Baig, SA; Shabbir, R; Hussain, Z";Does a greener supply chain lead to enhance organizational performance? Insights from the textile sector of Pakistan;10.35530/IT.073.03.1817
"Rotimi, EOO; Topple, C; Hopkins, J";Towards A Conceptual Framework of Sustainable Practices of Post-consumer Textile Waste at Garment End of Lifecycle: A Systematic Literature Review Approach;10.3390/su13052965
"Antonini, C; Beck, C; Larrinaga, C";Subpolitics and sustainability reporting boundaries. The case of working conditions in global supply chains;10.1108/AAAJ-09-2019-4167
"Avadanei, M; Olaru, S; Ionescu, I; Ursache, M; Ciobanu, L; Alexa, L; Luca, A; Olmos, M; Aslanidis, T; Belakova, D; Silva, C";ICT new tools for a sustainable textile and clothing industry;10.35530/IT.071.05.1811
"Ruan, XH; Ding, N; Yang, JX";Dual-level eco-efficiency analysis in sustainable management: An empirical study on textile manufacturers and supply chains in China;10.1016/j.jenvman.2021.114227
"Taqi, HMM; Ahmed, HN; Paul, S; Garshasbi, M; Ali, SM; Kabir, G; Paul, SK";Strategies to Manage the Impacts of the COVID-19 Pandemic in the Supply Chain: Implications for Improving Economic and Social Sustainability;10.3390/su12229483
"Patora-Wysocka, Z; Sulkowski, L";Sustainable Incremental Organizational Change-A Case of the Textile and Apparel Industry;10.3390/su11041102
"Zimon, D; Madzik, P; Sroufe, R";The Influence of ISO 9001 & ISO 14001 on Sustainable Supply Chain Management in the Textile Industry;10.3390/su12104282
"Pensupa, N; Leu, SY; Hu, YZ; Du, CY; Liu, H; Jing, HD; Wang, HM; Lin, CSK";Recent Trends in Sustainable Textile Waste Recycling Methods: Current Situation and Future Prospects;10.1007/s41061-017-0165-0
"Dobrosavljevic, A; Urosevic, S; Vukovic, M; Strbac, N";Modelling factors of influence on business process management in the organizations of the clothing industry;10.35530/IT.072.05.1816
"Delgado, MJ; Almeida, ID";Towards artistic children's education with textiles: A K10 challenge;
"Zhong, DJ; Lyu, TF";Implementation of supply chain management practices and its effect on textile firm's performance at China: A mediation analysis;10.1002/mde.3541
Fan, LL;The Forming of E-platform-driven Flexible Specialisation: How E-commerce Platforms Have Changed China's Garment Industry Supply Chains and Labour Relations;
"Chowdhury, NA; Ali, SM; Paul, SK; Mahtab, Z; Kabir, G";A hierarchical model for critical success factors in apparel supply chain;10.1108/BPMJ-08-2019-0323
"Hader, M; Tchoffa, D; El Mhamedi, A; Ghodous, P; Dolgui, A; Abouabdellah, A";Applying integrated Blockchain and Big Data technologies to improve supply chain traceability and information sharing in the textile sector;10.1016/j.jii.2022.100345
"Aytekin, A; Okoth, BO; Korucuk, S; Karamasa, C; Tirkolaee, EB";A neutrosophic approach to evaluate the factors affecting performance and theory of sustainable supply chain management: application to textile industry;10.1108/MD-05-2022-0588
"Olaru, S; Grosu, C; Carpus, E; Ghituleasa, PC; Puiu, MG; Bogyo, SM; Bucuras, SL";Textile & clothing clusters - sustainable development drive of the Romanian economy;
"Lokvik, C; Reitan, JB";UNDERSTANDING SUSTAINABILITY THROUGH MAKING A BASIC T-TUNIC IN PRIMARY SCHOOL;
"Martindale, A; McKinney, E";Sew or purchase? Home sewer consumer decision process;10.1108/JFMM-07-2017-0066
"Liu, JL; Liang, JY; Ding, JN; Zhang, GM; Zeng, XY; Yang, QB; Zhu, B; Gao, WD";Microfiber pollution: an ongoing major environmental issue related to the sustainable development of textile and clothing industry;10.1007/s10668-020-01173-3
"Tseng, ML; Bui, TD; Lim, MK; Fujii, M; Mishra, U";Assessing data-driven sustainable supply chain management indicators for the textile industry under industrial disruption and ambidexterity;10.1016/j.ijpe.2021.108401
"Chen, WK; Lin, CT";Interrelationship among CE Adoption Obstacles of Supply Chain in the Textile Sector: Based on the DEMATEL-ISM Approach;10.3390/math9121425
"Carvalho, JMS; Faria, S";Organizational Toughness in Clothing Industry during Covid-19 Pandemic;10.5220/0010919800003206
Friedrich, D;Market and business-related key factors supporting the use of compostable bioplastics in the apparel industry: A cross-sector analysis;10.1016/j.jclepro.2021.126716
Choi, KH;3D dynamic fashion design development using digital technology and its potential in online platforms;10.1186/s40691-021-00286-1
"Gong, Y; Jiang, Y; Jia, F";Multiple multi-tier sustainable supply chain management: a social system theory perspective;10.1080/00207543.2021.1930238
"Filho, WL; Dinis, MAP; do Paco, A; Heredia-Colaco, V; Avila, LV; Dennis, K; Tyler, D; Neiva, S; Liakh, O";COVID-19 and sustainability in textile, apparel and fashion use: an assessment of trends;10.1177/00405175221114167
"Martin, M; Herlaar, S";Environmental and social performance of valorizing waste wool for sweater production;10.1016/j.spc.2020.11.023
"Miilunpalo, SM; Raisanen, R";Clean laundry with pure conscience-A study on laundry practices among Finnish consumers;10.1111/ijcs.12493
"Stenton, M; Kapsali, V; Blackburn, RS; Houghton, JA";From Clothing Rations to Fast Fashion: Utilising Regenerated Protein Fibres to Alleviate Pressures on Mass Production;10.3390/en14185654
Chen, CL;Value Creation by SMEs Participating in Global Value Chains under Industry 4.0 Trend: Case Study of Textile Industry in Taiwan;10.1080/1097198X.2019.1603512
"Shen, B; Zhu, C; Li, QY; Wang, XF";Green technology adoption in textiles and apparel supply chains with environmental taxes;10.1080/00207543.2020.1758354
"Esbeih, KN; Molina-Moreno, V; Nunez-Cacho, P; Silva-Santos, B";Transition to the Circular Economy in the Fashion Industry: The Case of the Inditex Family Business;10.3390/su131810202
Yaghin, RG;Enhancing supply chain production-marketing planning with geometric multivariate demand function (a case study of textile industry);10.1016/j.cie.2019.106220
"McQueen, RH; Batcheller, JC; Moran, LJ; Zhang, H; Hooper, PM";Reducing laundering frequency to prolong the life of denim jeans;10.1111/ijcs.12311
"Hasan, MM; Cai, LL; Ji, XF; Ocran, FM";Eco-Friendly Clothing Market: A Study of Willingness to Purchase Organic Cotton Clothing in Bangladesh;10.3390/su14084827
"Beyers, F; Heinrichs, H";Global partnerships for a textile transformation? A systematic literature review on inter- and transnational collaborative governance of the textile and clothing industry;10.1016/j.jclepro.2020.121131
"Ta, AH; Aarikka-Stenroos, L; Litovuo, L";Customer Experience in Circular Economy: Experiential Dimensions among Consumers of Reused and Recycled Clothes;10.3390/su14010509
"Gheorghe, CA; Matefi, R";Sustainability and Transparency-Necessary Conditions for the Transition from Fast to Slow Fashion: Zara Join Life Collection's Analysis;10.3390/su131911013
"Sadrolodabaee, P; Claramunt, J; Ardanuy, M; de la Fuente, A";A Textile Waste Fiber-Reinforced Cement Composite: Comparison between Short Random Fiber and Textile Reinforcement;10.3390/ma14133742
"Venkatesh, VG; Zhang, A; Deakins, E; Mani, V";Drivers of sub-supplier social sustainability compliance: an emerging economy perspective;10.1108/SCM-07-2019-0251
"Zhuravleva, A; Aminoff, A";Emerging partnerships between non-profit organizations and companies in reverse supply chains: enabling valorization of post-use textile;10.1108/IJPDLM-12-2020-0410
"Chen, CX; Zhang, Y; Yang, YX";Exploring the Buyer-supplier Relationships in the Textile and Apparel Industry;
"Silvestre, BS; Viana, FLE; Monteiro, MD";Supply chain corruption practices circumventing sustainability standards: wolves in sheep's clothing;10.1108/IJOPM-06-2019-0454
"Erdil, A; Tacgin, E";Potential Risks and Their Analysis of the Apparel & Textile Industry in Turkey: A Quality-Oriented Sustainability Approach;10.5604/01.3001.0012.2526
"Prajapati, D; Chan, FTS; Chelladurai, H; Lakshay, L; Pratap, S";An Internet of Things Embedded Sustainable Supply Chain Management of B2B E-Commerce;10.3390/su14095066
"Natarajan, P; Karmegam, PM; Madasamy, J; Somasundaram, S; Ganesan, S";Effective treatment of domestic sewage to reuse in textile dyeing and catalytic treatment of generated dye wastewater;10.1007/s13762-022-04275-9
"Agrawal, TK; Koehl, L; Campagne, C";Implementing traceability using particle randomness-based textile printed tags;10.1088/1757-899X/254/7/072001
"Kao, JC; Wang, CN; Nguyen, VT; Husain, ST";A Fuzzy MCDM Model of Supplier Selection in Supply Chain Management;10.32604/iasc.2022.021778
"Zimon, D; Madzik, P";Impact of Implementing ISO 14001 Standard Requirements for Sustainable Supply Chain Management in the Textile Industry;10.5604/01.3001.0013.4462
"Paras, MK; Wang, LC; Chen, Y; Curteza, A; Pal, R; Ekwall, D";A Sustainable Application Based on Grouping Genetic Algorithm for Modularized Redesign Model in Apparel Reverse Supply Chain;10.3390/su10093013
"Felgueiras, C; Azoia, NG; Goncalves, C; Gama, M; Dourado, F";Trends on the Cellulose-Based Textiles: Raw Materials and Technologies;10.3389/fbioe.2021.608826
Wei, J;Study on Supply Chain Management of UNIQLO-Based on Quick Response;
Kumar, V;Throwaway culture as a status symbol with fashion in India;10.3233/978-1-61499-820-4-197
"Jaamaa, L; Kaipia, R";The first mile problem in the circular economy supply chains-Collecting recyclable textiles from consumers;10.1016/j.wasman.2022.01.012
"Maldini, I; Stappers, PJ; Gimeno-Martinez, JC; Daanen, HAM";Assessing the impact of design strategies on clothing lifetimes, usage and volumes: The case of product personalisation;10.1016/j.jclepro.2018.11.056
"Wang, SS; Luo, T; Chang, DF";Pricing Strategies of Multichannel Apparel Supply Chain Based on Showrooming and Information Sharing;10.1155/2021/6659200
"De Silva, HLM; Jayarathne, PGSA";Strengthening the Sri Lankan Clothing Supply Chain;
Aly, NM;A review on utilization of textile composites in transportation towards sustainability;10.1088/1757-899X/254/4/042002
"Shah, MA; Pirzada, BM; Price, G; Shibiru, AL; Qurashi, A";Applications of nanotechnology in smart textile industry: A critical review;10.1016/j.jare.2022.01.008
"Liu, ZM; Qu, SJ; Wu, Z; Ji, Y";Two-stage fuzzy mixed integer optimization model for three-level location allocation problems under uncertain environment;10.3233/JIFS-191453
"Nielsen, KS; Brick, C; Hofmann, W; Joanes, T; Lange, F; Gwozdz, W";The motivation-impact gap in pro-environmental clothing consumption;10.1038/s41893-022-00888-7
"Hoque, I; Hasle, P; Maalouf, MM";Buyer-Supplier Role in Improving Ergonomics in Garment Supplier Factories: Empirical Evidence from the Garment Industry of Bangladesh;10.3390/su14010492
"Wiedemann, SG; Biggs, L; Nebel, B; Bauch, K; Laitala, K; Klepp, IG; Swan, PG; Watson, K";Environmental impacts associated with the production, use, and end-of-life of a woollen garment;10.1007/s11367-020-01766-0
"Hawkins, B; Ventresco, C; Cummings, M; McCaffrey, K; Willwerth, AJ; Blume, ED; VanderPluym, C";Design and pilot testing of therapeutic clothing for hospitalized children;10.1111/jspn.12363
"Diddi, S; Yan, RN; Bloodhart, B; Bajtelsmit, V; McShane, K";Exploring young adult consumers' sustainable clothing consumption intention-behavior gap: A Behavioral Reasoning Theory perspective;10.1016/j.spc.2019.02.009
"Hassan, MG; Loon, LK; Udin, ZM";Relationship Between Relational Capability and Supply Chain Technology Adoption;10.1166/asl.2017.7633
Harper, S;Paradoxical tensions impacting small-series production implementation in high-cost contexts: insights from the EU apparel industry;10.1108/IJOPM-11-2021-0729
Fletcher, K;Exploring demand reduction through design, durability and 'usership' of fashion clothes;10.1098/rsta.2016.0366
"Seixas, S; Montagna, G; Felix, MJ";Materials Matters in Textile and Fashion Design Education;10.1007/978-3-030-80829-7_84
"Wakes, S; Dunn, L; Penty, D; Kitson, K; Jowett, T";Is Price an Indicator of Garment Durability and Longevity?;10.3390/su12218906
"Maguire, H; Fahy, F";Practising fashion and wardrobe studies: A geographical reframing?;10.1111/area.12761
"Oh, J; Ha, KJ; Jo, YH";Use of Weather Factors in Clothing Studies in Korea and its Implications: a Review;10.1007/s13143-022-00279-0
"Norum, P; Norton, M";Factors affecting consumer acquisition of secondhand clothing in the USA;10.1108/JFMM-10-2016-0090
"Shiwanthi, S; Lokupitiya, E; Peiris, S";Evaluation of the environmental and economic performances of three selected textile factories in Biyagama Export Processing Zone Sri Lanka;10.1016/j.envdev.2018.07.006
"Becker-Leifhold, C; Iran, S";Collaborative fashion consumption - drivers, barriers and future pathways;10.1108/JFMM-10-2017-0109
"Vozzola, E; Overcash, M; Griffing, E";Environmental considerations in the selection of isolation gowns: A life cycle assessment of reusable and disposable alternatives;10.1016/j.ajic.2018.02.002
"Provin, AP; dos Reis, VO; Hilesheim, SE; Bianchet, RT; Dutra, ARD; Cubas, ALV";Use of bacterial cellulose in the textile industry and the wettability challenge-a review;10.1007/s10570-021-04059-3
"Jiang, QL; Chen, LC; Zhang, J";Perception and Preference Analysis of Fashion Colors: Solid Color Shirts;10.3390/su11082405
Wu, L;Research Application of RFID Technology in the Clothing Industry;
"Ozen, I; Schneider, R; Buchmeiser, MR; Wang, XG";Revisiting the sublimation printability of cellulose-based textiles in light of ever-increasing sustainability issues;10.1111/cote.12639
"Roos, S; Posner, S; Jonsson, C; Olsson, E; Nilsson-Linden, H; Schellenberger, S; Larsson, M; Hanning, AC; Arvidsson, R";A Function-Based Approach for Life Cycle Management of Chemicals in the Textile Industry;10.3390/su12031273
"Wang, KC; Kumar, V; Zeng, XY; Koehl, L; Tao, XY; Chen, Y";Development of a Textile Coding Tag for the Traceability in Textile Supply Chain by Using Pattern Recognition and Robust Deep Learning;10.2991/ijcis.d.190704.002
"Li, ZF; Yuan, J; Du, BS; Hu, JH; Yuan, WW; Palladini, L; Yu, B; Zhou, Y";Customer Behavior on Purchasing Channels of Sustainable Customized Garment With Perceived Value and Product Involvement;10.3389/fpsyg.2020.588512
